item,price,year,month,day,dow,is_holiday,corporation_A,corporation_B,corporation_C,corporation_D,corporation_E,corporation_F,location_J,location_S
TG,6824.0,2020,8,26,2,0,0,1,0,0,0,0,0,1
TG,7252.0,2020,8,28,4,0,0,1,0,0,0,0,0,1
TG,7666.0,2020,8,29,5,0,0,1,0,0,0,0,0,1
TG,6883.0,2020,8,31,0,0,0,1,0,0,0,0,0,1
TG,6739.0,2020,9,1,1,0,0,1,0,0,0,0,0,1
TG,6320.0,2020,9,2,2,0,0,1,0,0,0,0,0,1
TG,6387.0,2020,9,3,3,0,0,1,0,0,0,0,0,1
TG,6978.0,2020,9,4,4,0,0,1,0,0,0,0,0,1
TG,7077.0,2020,9,5,5,0,0,1,0,0,0,0,0,1
TG,6431.0,2020,9,8,1,0,0,1,0,0,0,0,0,1
TG,6299.0,2020,9,9,2,0,0,1,0,0,0,0,0,1
TG,6337.0,2020,9,10,3,0,0,1,0,0,0,0,0,1
TG,5683.0,2020,9,11,4,0,0,1,0,0,0,0,0,1
TG,5716.0,2020,9,12,5,0,0,1,0,0,0,0,0,1
TG,6082.0,2020,9,14,0,0,0,1,0,0,0,0,0,1
TG,5933.0,2020,9,15,1,0,0,1,0,0,0,0,0,1
TG,5895.0,2020,9,16,2,0,0,1,0,0,0,0,0,1
TG,5646.0,2020,9,17,3,0,0,1,0,0,0,0,0,1
TG,5501.0,2020,9,18,4,0,0,1,0,0,0,0,0,1
TG,5542.0,2020,9,19,5,0,0,1,0,0,0,0,0,1
TG,5989.0,2020,9,21,0,0,0,1,0,0,0,0,0,1
TG,5611.0,2020,9,22,1,0,0,1,0,0,0,0,0,1
TG,5690.0,2020,9,23,2,0,0,1,0,0,0,0,0,1
TG,4653.0,2020,9,24,3,0,0,1,0,0,0,0,0,1
TG,4286.0,2020,9,25,4,0,0,1,0,0,0,0,0,1
TG,3380.0,2020,9,26,5,0,0,1,0,0,0,0,0,1
TG,4235.0,2020,9,28,0,0,0,1,0,0,0,0,0,1
TG,3521.0,2020,9,29,1,0,0,1,0,0,0,0,0,1
TG,4187.0,2020,9,30,2,1,0,1,0,0,0,0,0,1
TG,2408.0,2020,10,5,0,0,0,1,0,0,0,0,0,1
TG,2866.0,2020,10,6,1,0,0,1,0,0,0,0,0,1
TG,2537.0,2020,10,7,2,0,0,1,0,0,0,0,0,1
TG,2488.0,2020,10,8,3,0,0,1,0,0,0,0,0,1
TG,2407.0,2020,10,9,4,1,0,1,0,0,0,0,0,1
TG,1863.0,2020,10,10,5,0,0,1,0,0,0,0,0,1
TG,1808.0,2020,10,12,0,0,0,1,0,0,0,0,0,1
TG,1817.0,2020,10,14,2,0,0,1,0,0,0,0,0,1
TG,1705.0,2020,10,15,3,0,0,1,0,0,0,0,0,1
TG,1431.0,2020,10,17,5,0,0,1,0,0,0,0,0,1
TG,1589.0,2020,10,19,0,0,0,1,0,0,0,0,0,1
TG,1629.0,2020,10,20,1,0,0,1,0,0,0,0,0,1
TG,1462.0,2020,10,21,2,0,0,1,0,0,0,0,0,1
TG,1262.0,2020,10,22,3,0,0,1,0,0,0,0,0,1
TG,1146.0,2020,10,23,4,0,0,1,0,0,0,0,0,1
TG,1235.0,2020,10,24,5,0,0,1,0,0,0,0,0,1
TG,1501.0,2020,10,26,0,0,0,1,0,0,0,0,0,1
TG,1445.0,2020,10,27,1,0,0,1,0,0,0,0,0,1
TG,1291.0,2020,10,28,2,0,0,1,0,0,0,0,0,1
TG,1284.0,2020,10,29,3,0,0,1,0,0,0,0,0,1
TG,1254.0,2020,10,30,4,0,0,1,0,0,0,0,0,1
TG,1122.0,2020,10,31,5,0,0,1,0,0,0,0,0,1
TG,1089.0,2020,11,2,0,0,0,1,0,0,0,0,0,1
TG,1299.0,2020,11,3,1,0,0,1,0,0,0,0,0,1
TG,1358.0,2020,11,4,2,0,0,1,0,0,0,0,0,1
TG,1714.0,2020,11,5,3,0,0,1,0,0,0,0,0,1
TG,1521.0,2020,11,6,4,0,0,1,0,0,0,0,0,1
TG,1530.0,2020,11,7,5,0,0,1,0,0,0,0,0,1
TG,1490.0,2020,11,9,0,0,0,1,0,0,0,0,0,1
TG,1348.0,2020,11,10,1,0,0,1,0,0,0,0,0,1
TG,1397.0,2020,11,11,2,0,0,1,0,0,0,0,0,1
TG,1320.0,2020,11,12,3,0,0,1,0,0,0,0,0,1
TG,1275.0,2020,11,13,4,0,0,1,0,0,0,0,0,1
TG,1442.0,2020,11,14,5,0,0,1,0,0,0,0,0,1
TG,1325.0,2020,11,16,0,0,0,1,0,0,0,0,0,1
TG,1228.0,2020,11,17,1,0,0,1,0,0,0,0,0,1
TG,1304.0,2020,11,18,2,0,0,1,0,0,0,0,0,1
TG,1133.0,2020,11,19,3,0,0,1,0,0,0,0,0,1
TG,1140.0,2020,11,20,4,0,0,1,0,0,0,0,0,1
TG,1281.0,2020,11,21,5,0,0,1,0,0,0,0,0,1
TG,1329.0,2020,11,23,0,0,0,1,0,0,0,0,0,1
TG,1302.0,2020,11,24,1,0,0,1,0,0,0,0,0,1
TG,1240.0,2020,11,25,2,0,0,1,0,0,0,0,0,1
TG,1422.0,2020,11,26,3,0,0,1,0,0,0,0,0,1
TG,1375.0,2020,11,27,4,0,0,1,0,0,0,0,0,1
TG,1157.0,2020,11,28,5,0,0,1,0,0,0,0,0,1
TG,1371.0,2020,11,30,0,0,0,1,0,0,0,0,0,1
TG,1360.0,2020,12,1,1,0,0,1,0,0,0,0,0,1
TG,1304.0,2020,12,2,2,0,0,1,0,0,0,0,0,1
TG,1271.0,2020,12,3,3,0,0,1,0,0,0,0,0,1
TG,1268.0,2020,12,4,4,0,0,1,0,0,0,0,0,1
TG,1230.0,2020,12,5,5,0,0,1,0,0,0,0,0,1
TG,1284.0,2020,12,7,0,0,0,1,0,0,0,0,0,1
TG,1185.0,2020,12,8,1,0,0,1,0,0,0,0,0,1
TG,1161.0,2020,12,9,2,0,0,1,0,0,0,0,0,1
TG,1214.0,2020,12,10,3,0,0,1,0,0,0,0,0,1
TG,1163.0,2020,12,11,4,0,0,1,0,0,0,0,0,1
TG,1336.0,2020,12,12,5,0,0,1,0,0,0,0,0,1
TG,1228.0,2020,12,14,0,0,0,1,0,0,0,0,0,1
TG,1278.0,2020,12,15,1,0,0,1,0,0,0,0,0,1
TG,1169.0,2020,12,16,2,0,0,1,0,0,0,0,0,1
TG,1075.0,2020,12,17,3,0,0,1,0,0,0,0,0,1
TG,1457.0,2020,12,18,4,0,0,1,0,0,0,0,0,1
TG,1491.0,2020,12,19,5,0,0,1,0,0,0,0,0,1
TG,1728.0,2020,12,21,0,0,0,1,0,0,0,0,0,1
TG,1601.0,2020,12,22,1,0,0,1,0,0,0,0,0,1
TG,1499.0,2020,12,23,2,0,0,1,0,0,0,0,0,1
TG,1419.0,2020,12,24,3,0,0,1,0,0,0,0,0,1
TG,1499.0,2020,12,25,4,1,0,1,0,0,0,0,0,1
TG,1293.0,2020,12,26,5,0,0,1,0,0,0,0,0,1
TG,1394.0,2020,12,28,0,0,0,1,0,0,0,0,0,1
TG,1297.0,2020,12,29,1,0,0,1,0,0,0,0,0,1
TG,1646.0,2020,12,30,2,0,0,1,0,0,0,0,0,1
TG,1793.0,2020,12,31,3,0,0,1,0,0,0,0,0,1
TG,1756.0,2021,1,4,0,0,0,1,0,0,0,0,0,1
TG,1665.0,2021,1,5,1,0,0,1,0,0,0,0,0,1
TG,1663.0,2021,1,6,2,0,0,1,0,0,0,0,0,1
TG,1633.0,2021,1,7,3,0,0,1,0,0,0,0,0,1
TG,1604.0,2021,1,8,4,0,0,1,0,0,0,0,0,1
TG,1514.0,2021,1,9,5,0,0,1,0,0,0,0,0,1
TG,1982.0,2021,1,11,0,0,0,1,0,0,0,0,0,1
TG,2115.0,2021,1,13,2,0,0,1,0,0,0,0,0,1
TG,2170.0,2021,1,14,3,0,0,1,0,0,0,0,0,1
TG,1761.0,2021,1,18,0,0,0,1,0,0,0,0,0,1
TG,1873.0,2021,1,19,1,0,0,1,0,0,0,0,0,1
TG,1849.0,2021,1,20,2,0,0,1,0,0,0,0,0,1
TG,1531.0,2021,1,21,3,0,0,1,0,0,0,0,0,1
TG,1550.0,2021,1,22,4,0,0,1,0,0,0,0,0,1
TG,1334.0,2021,1,23,5,0,0,1,0,0,0,0,0,1
TG,1925.0,2021,1,25,0,0,0,1,0,0,0,0,0,1
TG,2284.0,2021,1,26,1,0,0,1,0,0,0,0,0,1
TG,1673.0,2021,1,27,2,0,0,1,0,0,0,0,0,1
TG,2041.0,2021,1,28,3,0,0,1,0,0,0,0,0,1
TG,1654.0,2021,1,29,4,0,0,1,0,0,0,0,0,1
TG,1961.0,2021,1,30,5,0,0,1,0,0,0,0,0,1
TG,2953.0,2021,2,1,0,0,0,1,0,0,0,0,0,1
TG,2277.0,2021,2,2,1,0,0,1,0,0,0,0,0,1
TG,2582.0,2021,2,3,2,0,0,1,0,0,0,0,0,1
TG,2724.0,2021,2,4,3,0,0,1,0,0,0,0,0,1
TG,2793.0,2021,2,5,4,0,0,1,0,0,0,0,0,1
TG,2967.0,2021,2,6,5,0,0,1,0,0,0,0,0,1
TG,2691.0,2021,2,8,0,0,0,1,0,0,0,0,0,1
TG,3147.0,2021,2,9,1,0,0,1,0,0,0,0,0,1
TG,2321.0,2021,2,10,2,0,0,1,0,0,0,0,0,1
TG,1527.0,2021,2,11,3,1,0,1,0,0,0,0,0,1
TG,2621.0,2021,2,15,0,0,0,1,0,0,0,0,0,1
TG,2673.0,2021,2,16,1,0,0,1,0,0,0,0,0,1
TG,2340.0,2021,2,17,2,0,0,1,0,0,0,0,0,1
TG,2140.0,2021,2,18,3,0,0,1,0,0,0,0,0,1
TG,1600.0,2021,2,19,4,0,0,1,0,0,0,0,0,1
TG,3252.0,2021,2,20,5,0,0,1,0,0,0,0,0,1
TG,2948.0,2021,2,22,0,0,0,1,0,0,0,0,0,1
TG,2701.0,2021,2,23,1,0,0,1,0,0,0,0,0,1
TG,2551.0,2021,2,24,2,0,0,1,0,0,0,0,0,1
TG,2990.0,2021,2,25,3,0,0,1,0,0,0,0,0,1
TG,2916.0,2021,2,26,4,0,0,1,0,0,0,0,0,1
TG,3108.0,2021,2,27,5,0,0,1,0,0,0,0,0,1
TG,3091.0,2021,3,1,0,1,0,1,0,0,0,0,0,1
TG,3217.0,2021,3,2,1,0,0,1,0,0,0,0,0,1
TG,3140.0,2021,3,3,2,0,0,1,0,0,0,0,0,1
TG,3070.0,2021,3,4,3,0,0,1,0,0,0,0,0,1
TG,2809.0,2021,3,5,4,0,0,1,0,0,0,0,0,1
TG,3104.0,2021,3,6,5,0,0,1,0,0,0,0,0,1
TG,2593.0,2021,3,8,0,0,0,1,0,0,0,0,0,1
TG,3112.0,2021,3,9,1,0,0,1,0,0,0,0,0,1
TG,3216.0,2021,3,10,2,0,0,1,0,0,0,0,0,1
TG,3120.0,2021,3,11,3,0,0,1,0,0,0,0,0,1
TG,2963.0,2021,3,12,4,0,0,1,0,0,0,0,0,1
TG,3491.0,2021,3,13,5,0,0,1,0,0,0,0,0,1
TG,2937.0,2021,3,15,0,0,0,1,0,0,0,0,0,1
TG,3322.0,2021,3,16,1,0,0,1,0,0,0,0,0,1
TG,4048.0,2021,3,17,2,0,0,1,0,0,0,0,0,1
TG,4217.0,2021,3,18,3,0,0,1,0,0,0,0,0,1
TG,3847.0,2021,3,19,4,0,0,1,0,0,0,0,0,1
TG,4151.0,2021,3,20,5,0,0,1,0,0,0,0,0,1
TG,3637.0,2021,3,22,0,0,0,1,0,0,0,0,0,1
TG,4328.0,2021,3,23,1,0,0,1,0,0,0,0,0,1
TG,5000.0,2021,3,24,2,0,0,1,0,0,0,0,0,1
TG,5597.0,2021,3,25,3,0,0,1,0,0,0,0,0,1
TG,5524.0,2021,3,26,4,0,0,1,0,0,0,0,0,1
TG,5146.0,2021,3,27,5,0,0,1,0,0,0,0,0,1
TG,5281.0,2021,3,29,0,0,0,1,0,0,0,0,0,1
TG,5006.0,2021,3,30,1,0,0,1,0,0,0,0,0,1
TG,5528.0,2021,3,31,2,0,0,1,0,0,0,0,0,1
TG,5171.0,2021,4,1,3,0,0,1,0,0,0,0,0,1
TG,4985.0,2021,4,2,4,0,0,1,0,0,0,0,0,1
TG,5902.0,2021,4,3,5,0,0,1,0,0,0,0,0,1
TG,6557.0,2021,4,5,0,0,0,1,0,0,0,0,0,1
TG,7040.0,2021,4,6,1,0,0,1,0,0,0,0,0,1
TG,5897.0,2021,4,7,2,0,0,1,0,0,0,0,0,1
TG,6339.0,2021,4,8,3,0,0,1,0,0,0,0,0,1
TG,6872.0,2021,4,9,4,0,0,1,0,0,0,0,0,1
TG,5496.0,2021,4,10,5,0,0,1,0,0,0,0,0,1
TG,6528.0,2021,4,12,0,0,0,1,0,0,0,0,0,1
TG,8000.0,2021,4,13,1,0,0,1,0,0,0,0,0,1
TG,7097.0,2021,4,14,2,0,0,1,0,0,0,0,0,1
TG,7367.0,2021,4,15,3,0,0,1,0,0,0,0,0,1
TG,5918.0,2021,4,16,4,0,0,1,0,0,0,0,0,1
TG,5604.0,2021,4,17,5,0,0,1,0,0,0,0,0,1
TG,5999.0,2021,4,19,0,0,0,1,0,0,0,0,0,1
TG,6090.0,2021,4,20,1,0,0,1,0,0,0,0,0,1
TG,5243.0,2021,4,21,2,0,0,1,0,0,0,0,0,1
TG,5751.0,2021,4,22,3,0,0,1,0,0,0,0,0,1
TG,5627.0,2021,4,23,4,0,0,1,0,0,0,0,0,1
TG,5243.0,2021,4,24,5,0,0,1,0,0,0,0,0,1
TG,4494.0,2021,4,27,1,0,0,1,0,0,0,0,0,1
TG,6361.0,2021,4,28,2,0,0,1,0,0,0,0,0,1
TG,5794.0,2021,4,30,4,0,0,1,0,0,0,0,0,1
TG,8875.0,2021,5,4,1,0,0,1,0,0,0,0,0,1
TG,9318.0,2021,5,5,2,1,0,1,0,0,0,0,0,1
TG,6585.0,2021,5,6,3,0,0,1,0,0,0,0,0,1
TG,8225.0,2021,5,7,4,0,0,1,0,0,0,0,0,1
TG,8300.0,2021,5,8,5,0,0,1,0,0,0,0,0,1
TG,8409.0,2021,5,10,0,0,0,1,0,0,0,0,0,1
TG,7968.0,2021,5,11,1,0,0,1,0,0,0,0,0,1
TG,8179.0,2021,5,12,2,0,0,1,0,0,0,0,0,1
TG,7301.0,2021,5,13,3,0,0,1,0,0,0,0,0,1
TG,6993.0,2021,5,14,4,0,0,1,0,0,0,0,0,1
TG,6000.0,2021,5,15,5,0,0,1,0,0,0,0,0,1
TG,6267.0,2021,5,17,0,0,0,1,0,0,0,0,0,1
TG,6249.0,2021,5,18,1,0,0,1,0,0,0,0,0,1
TG,6600.0,2021,5,19,2,1,0,1,0,0,0,0,0,1
TG,6653.0,2021,5,20,3,0,0,1,0,0,0,0,0,1
TG,6548.0,2021,5,21,4,0,0,1,0,0,0,0,0,1
TG,6459.0,2021,5,22,5,0,0,1,0,0,0,0,0,1
TG,6428.0,2021,5,24,0,0,0,1,0,0,0,0,0,1
TG,6787.0,2021,5,25,1,0,0,1,0,0,0,0,0,1
TG,6052.0,2021,5,26,2,0,0,1,0,0,0,0,0,1
TG,6603.0,2021,5,27,3,0,0,1,0,0,0,0,0,1
TG,6492.0,2021,5,28,4,0,0,1,0,0,0,0,0,1
TG,6170.0,2021,5,29,5,0,0,1,0,0,0,0,0,1
TG,6467.0,2021,5,31,0,0,0,1,0,0,0,0,0,1
TG,6561.0,2021,6,1,1,0,0,1,0,0,0,0,0,1
TG,6732.0,2021,6,2,2,0,0,1,0,0,0,0,0,1
TG,6263.0,2021,6,3,3,0,0,1,0,0,0,0,0,1
TG,6496.0,2021,6,4,4,0,0,1,0,0,0,0,0,1
TG,6091.0,2021,6,5,5,0,0,1,0,0,0,0,0,1
TG,5940.0,2021,6,8,1,0,0,1,0,0,0,0,0,1
TG,6653.0,2021,6,9,2,0,0,1,0,0,0,0,0,1
TG,6215.0,2021,6,10,3,0,0,1,0,0,0,0,0,1
TG,5956.0,2021,6,11,4,0,0,1,0,0,0,0,0,1
TG,6358.0,2021,6,17,3,0,0,1,0,0,0,0,0,1
TG,5734.0,2021,6,18,4,0,0,1,0,0,0,0,0,1
TG,5506.0,2021,6,19,5,0,0,1,0,0,0,0,0,1
TG,5904.0,2021,6,21,0,0,0,1,0,0,0,0,0,1
TG,6074.0,2021,6,22,1,0,0,1,0,0,0,0,0,1
TG,6201.0,2021,6,23,2,0,0,1,0,0,0,0,0,1
TG,6239.0,2021,6,24,3,0,0,1,0,0,0,0,0,1
TG,6387.0,2021,6,25,4,0,0,1,0,0,0,0,0,1
TG,6235.0,2021,6,26,5,0,0,1,0,0,0,0,0,1
TG,6493.0,2021,6,28,0,0,0,1,0,0,0,0,0,1
TG,6253.0,2021,6,29,1,0,0,1,0,0,0,0,0,1
TG,6171.0,2021,6,30,2,0,0,1,0,0,0,0,0,1
TG,6198.0,2021,7,1,3,0,0,1,0,0,0,0,0,1
TG,6431.0,2021,7,2,4,0,0,1,0,0,0,0,0,1
TG,6060.0,2021,7,3,5,0,0,1,0,0,0,0,0,1
TG,5883.0,2021,7,5,0,0,0,1,0,0,0,0,0,1
TG,5823.0,2021,7,6,1,0,0,1,0,0,0,0,0,1
TG,5871.0,2021,7,7,2,0,0,1,0,0,0,0,0,1
TG,5519.0,2021,7,8,3,0,0,1,0,0,0,0,0,1
TG,5357.0,2021,7,9,4,0,0,1,0,0,0,0,0,1
TG,5397.0,2021,7,10,5,0,0,1,0,0,0,0,0,1
TG,5624.0,2021,7,12,0,0,0,1,0,0,0,0,0,1
TG,5170.0,2021,7,13,1,0,0,1,0,0,0,0,0,1
TG,5103.0,2021,7,14,2,0,0,1,0,0,0,0,0,1
TG,5388.0,2021,7,15,3,0,0,1,0,0,0,0,0,1
TG,5066.0,2021,7,16,4,0,0,1,0,0,0,0,0,1
TG,4984.0,2021,7,17,5,0,0,1,0,0,0,0,0,1
TG,5120.0,2021,7,19,0,0,0,1,0,0,0,0,0,1
TG,4947.0,2021,7,20,1,0,0,1,0,0,0,0,0,1
TG,4831.0,2021,7,21,2,0,0,1,0,0,0,0,0,1
TG,5234.0,2021,7,22,3,0,0,1,0,0,0,0,0,1
TG,5268.0,2021,7,23,4,0,0,1,0,0,0,0,0,1
TG,4998.0,2021,7,24,5,0,0,1,0,0,0,0,0,1
TG,4622.0,2021,7,26,0,0,0,1,0,0,0,0,0,1
TG,4994.0,2021,7,27,1,0,0,1,0,0,0,0,0,1
TG,5130.0,2021,7,28,2,0,0,1,0,0,0,0,0,1
TG,4957.0,2021,7,29,3,0,0,1,0,0,0,0,0,1
TG,4766.0,2021,7,30,4,0,0,1,0,0,0,0,0,1
TG,5097.0,2021,7,31,5,0,0,1,0,0,0,0,0,1
TG,5348.0,2021,8,2,0,0,0,1,0,0,0,0,0,1
TG,5681.0,2021,8,3,1,0,0,1,0,0,0,0,0,1
TG,5350.0,2021,8,4,2,0,0,1,0,0,0,0,0,1
TG,5881.0,2021,8,5,3,0,0,1,0,0,0,0,0,1
TG,6331.0,2021,8,6,4,0,0,1,0,0,0,0,0,1
TG,5959.0,2021,8,9,0,0,0,1,0,0,0,0,0,1
TG,6058.0,2021,8,10,1,0,0,1,0,0,0,0,0,1
TG,5559.0,2021,8,11,2,0,0,1,0,0,0,0,0,1
TG,5240.0,2021,8,12,3,0,0,1,0,0,0,0,0,1
TG,5740.0,2021,8,13,4,0,0,1,0,0,0,0,0,1
TG,4834.0,2021,8,14,5,0,0,1,0,0,0,0,0,1
TG,5464.0,2021,8,16,0,0,0,1,0,0,0,0,0,1
TG,5657.0,2021,8,17,1,0,0,1,0,0,0,0,0,1
TG,5345.0,2021,8,18,2,0,0,1,0,0,0,0,0,1
TG,4992.0,2021,8,19,3,0,0,1,0,0,0,0,0,1
TG,5549.0,2021,8,20,4,0,0,1,0,0,0,0,0,1
TG,4886.0,2021,8,21,5,0,0,1,0,0,0,0,0,1
TG,5342.0,2021,8,23,0,0,0,1,0,0,0,0,0,1
TG,5199.0,2021,8,24,1,0,0,1,0,0,0,0,0,1
TG,4951.0,2021,8,25,2,0,0,1,0,0,0,0,0,1
TG,4946.0,2021,8,26,3,0,0,1,0,0,0,0,0,1
TG,5608.0,2021,8,27,4,0,0,1,0,0,0,0,0,1
TG,4787.0,2021,8,28,5,0,0,1,0,0,0,0,0,1
TG,4781.0,2021,8,30,0,0,0,1,0,0,0,0,0,1
TG,5104.0,2021,8,31,1,0,0,1,0,0,0,0,0,1
TG,4880.0,2021,9,1,2,0,0,1,0,0,0,0,0,1
TG,4970.0,2021,9,2,3,0,0,1,0,0,0,0,0,1
TG,4668.0,2021,9,3,4,0,0,1,0,0,0,0,0,1
TG,4748.0,2021,9,4,5,0,0,1,0,0,0,0,0,1
TG,5348.0,2021,9,6,0,0,0,1,0,0,0,0,0,1
TG,5022.0,2021,9,7,1,0,0,1,0,0,0,0,0,1
TG,4626.0,2021,9,8,2,0,0,1,0,0,0,0,0,1
TG,4123.0,2021,9,9,3,0,0,1,0,0,0,0,0,1
TG,4105.0,2021,9,10,4,0,0,1,0,0,0,0,0,1
TG,5087.0,2021,9,11,5,0,0,1,0,0,0,0,0,1
TG,4225.0,2021,9,13,0,0,0,1,0,0,0,0,0,1
TG,6348.0,2021,9,14,1,0,0,1,0,0,0,0,0,1
TG,5374.0,2021,9,15,2,0,0,1,0,0,0,0,0,1
TG,4519.0,2021,9,16,3,0,0,1,0,0,0,0,0,1
TG,4068.0,2021,9,17,4,0,0,1,0,0,0,0,0,1
TG,4036.0,2021,9,18,5,0,0,1,0,0,0,0,0,1
TG,4770.0,2021,9,24,4,0,0,1,0,0,0,0,0,1
TG,4606.0,2021,9,25,5,0,0,1,0,0,0,0,0,1
TG,3639.0,2021,9,27,0,0,0,1,0,0,0,0,0,1
TG,3247.0,2021,9,28,1,0,0,1,0,0,0,0,0,1
TG,2803.0,2021,9,29,2,0,0,1,0,0,0,0,0,1
TG,1876.0,2021,9,30,3,0,0,1,0,0,0,0,0,1
TG,2596.0,2021,10,1,4,0,0,1,0,0,0,0,0,1
TG,2752.0,2021,10,2,5,0,0,1,0,0,0,0,0,1
TG,2828.0,2021,10,4,0,0,0,1,0,0,0,0,0,1
TG,2725.0,2021,10,5,1,0,0,1,0,0,0,0,0,1
TG,2206.0,2021,10,6,2,0,0,1,0,0,0,0,0,1
TG,2143.0,2021,10,7,3,0,0,1,0,0,0,0,0,1
TG,2526.0,2021,10,8,4,0,0,1,0,0,0,0,0,1
TG,2203.0,2021,10,9,5,1,0,1,0,0,0,0,0,1
TG,1940.0,2021,10,11,0,0,0,1,0,0,0,0,0,1
TG,1997.0,2021,10,12,1,0,0,1,0,0,0,0,0,1
TG,1934.0,2021,10,13,2,0,0,1,0,0,0,0,0,1
TG,2033.0,2021,10,14,3,0,0,1,0,0,0,0,0,1
TG,2374.0,2021,10,15,4,0,0,1,0,0,0,0,0,1
TG,2171.0,2021,10,16,5,0,0,1,0,0,0,0,0,1
TG,2359.0,2021,10,18,0,0,0,1,0,0,0,0,0,1
TG,2101.0,2021,10,19,1,0,0,1,0,0,0,0,0,1
TG,1605.0,2021,10,20,2,0,0,1,0,0,0,0,0,1
TG,1695.0,2021,10,21,3,0,0,1,0,0,0,0,0,1
TG,1670.0,2021,10,22,4,0,0,1,0,0,0,0,0,1
TG,1880.0,2021,10,23,5,0,0,1,0,0,0,0,0,1
TG,1827.0,2021,10,25,0,0,0,1,0,0,0,0,0,1
TG,1815.0,2021,10,26,1,0,0,1,0,0,0,0,0,1
TG,1471.0,2021,10,27,2,0,0,1,0,0,0,0,0,1
TG,1469.0,2021,10,28,3,0,0,1,0,0,0,0,0,1
TG,1394.0,2021,10,29,4,0,0,1,0,0,0,0,0,1
TG,1936.0,2021,10,30,5,0,0,1,0,0,0,0,0,1
TG,1544.0,2021,11,1,0,0,0,1,0,0,0,0,0,1
TG,1593.0,2021,11,2,1,0,0,1,0,0,0,0,0,1
TG,1471.0,2021,11,3,2,0,0,1,0,0,0,0,0,1
TG,1401.0,2021,11,4,3,0,0,1,0,0,0,0,0,1
TG,1638.0,2021,11,5,4,0,0,1,0,0,0,0,0,1
TG,1813.0,2021,11,6,5,0,0,1,0,0,0,0,0,1
TG,1497.0,2021,11,8,0,0,0,1,0,0,0,0,0,1
TG,1460.0,2021,11,9,1,0,0,1,0,0,0,0,0,1
TG,1456.0,2021,11,10,2,0,0,1,0,0,0,0,0,1
TG,1635.0,2021,11,11,3,0,0,1,0,0,0,0,0,1
TG,2017.0,2021,11,12,4,0,0,1,0,0,0,0,0,1
TG,1836.0,2021,11,16,1,0,0,1,0,0,0,0,0,1
TG,1889.0,2021,11,17,2,0,0,1,0,0,0,0,0,1
TG,1793.0,2021,11,18,3,0,0,1,0,0,0,0,0,1
TG,1844.0,2021,11,19,4,0,0,1,0,0,0,0,0,1
TG,1485.0,2021,11,20,5,0,0,1,0,0,0,0,0,1
TG,1588.0,2021,11,22,0,0,0,1,0,0,0,0,0,1
TG,1499.0,2021,11,23,1,0,0,1,0,0,0,0,0,1
TG,1528.0,2021,11,24,2,0,0,1,0,0,0,0,0,1
TG,1818.0,2021,11,25,3,0,0,1,0,0,0,0,0,1
TG,1653.0,2021,11,26,4,0,0,1,0,0,0,0,0,1
TG,1538.0,2021,11,27,5,0,0,1,0,0,0,0,0,1
TG,1573.0,2021,11,29,0,0,0,1,0,0,0,0,0,1
TG,1597.0,2021,11,30,1,0,0,1,0,0,0,0,0,1
TG,1549.0,2021,12,1,2,0,0,1,0,0,0,0,0,1
TG,1596.0,2021,12,2,3,0,0,1,0,0,0,0,0,1
TG,1605.0,2021,12,3,4,0,0,1,0,0,0,0,0,1
TG,1514.0,2021,12,4,5,0,0,1,0,0,0,0,0,1
TG,1660.0,2021,12,6,0,0,0,1,0,0,0,0,0,1
TG,1754.0,2021,12,7,1,0,0,1,0,0,0,0,0,1
TG,1977.0,2021,12,8,2,0,0,1,0,0,0,0,0,1
TG,1930.0,2021,12,9,3,0,0,1,0,0,0,0,0,1
TG,1768.0,2021,12,10,4,0,0,1,0,0,0,0,0,1
TG,1597.0,2021,12,11,5,0,0,1,0,0,0,0,0,1
TG,1567.0,2021,12,13,0,0,0,1,0,0,0,0,0,1
TG,1634.0,2021,12,14,1,0,0,1,0,0,0,0,0,1
TG,1512.0,2021,12,15,2,0,0,1,0,0,0,0,0,1
TG,1546.0,2021,12,16,3,0,0,1,0,0,0,0,0,1
TG,1642.0,2021,12,17,4,0,0,1,0,0,0,0,0,1
TG,1761.0,2021,12,18,5,0,0,1,0,0,0,0,0,1
TG,1560.0,2021,12,20,0,0,0,1,0,0,0,0,0,1
TG,1612.0,2021,12,21,1,0,0,1,0,0,0,0,0,1
TG,1793.0,2021,12,22,2,0,0,1,0,0,0,0,0,1
TG,2062.0,2021,12,23,3,0,0,1,0,0,0,0,0,1
TG,2069.0,2021,12,24,4,0,0,1,0,0,0,0,0,1
TG,1661.0,2021,12,25,5,1,0,1,0,0,0,0,0,1
TG,1846.0,2021,12,27,0,0,0,1,0,0,0,0,0,1
TG,1707.0,2021,12,28,1,0,0,1,0,0,0,0,0,1
TG,1625.0,2021,12,29,2,0,0,1,0,0,0,0,0,1
TG,1705.0,2021,12,30,3,0,0,1,0,0,0,0,0,1
TG,1913.0,2021,12,31,4,0,0,1,0,0,0,0,0,1
TG,1970.0,2022,1,3,0,0,0,1,0,0,0,0,0,1
TG,2055.0,2022,1,4,1,0,0,1,0,0,0,0,0,1
TG,2142.0,2022,1,5,2,0,0,1,0,0,0,0,0,1
TG,2019.0,2022,1,6,3,0,0,1,0,0,0,0,0,1
TG,2014.0,2022,1,7,4,0,0,1,0,0,0,0,0,1
