item,corporation,location,price,year,dow,is_holiday,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12
TG,A,S,3335.0,2020,0,0,0,1,0,0,0,0,0,0,0,0,0,0
TG,A,S,3407.0,2020,1,0,0,1,0,0,0,0,0,0,0,0,0,0
TG,A,S,3915.0,2020,2,0,0,1,0,0,0,0,0,0,0,0,0,0
TG,A,S,3563.0,2020,3,0,0,1,0,0,0,0,0,0,0,0,0,0
TG,A,S,4110.0,2020,4,0,0,1,0,0,0,0,0,0,0,0,0,0
TG,A,S,3019.0,2020,5,0,0,1,0,0,0,0,0,0,0,0,0,0
TG,A,S,0.0,2020,6,1,0,0,1,0,0,0,0,0,0,0,0,0
TG,A,S,4367.0,2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TG,A,S,4057.0,2020,1,0,0,0,1,0,0,0,0,0,0,0,0,0
TG,A,S,4346.0,2020,2,0,0,0,1,0,0,0,0,0,0,0,0,0
TG,A,S,3794.0,2020,3,0,0,0,1,0,0,0,0,0,0,0,0,0
TG,A,S,4230.0,2020,4,0,0,0,1,0,0,0,0,0,0,0,0,0
TG,A,S,3502.0,2020,5,0,0,0,1,0,0,0,0,0,0,0,0,0
TG,A,S,0.0,2020,6,1,0,0,1,0,0,0,0,0,0,0,0,0
TG,A,S,3593.0,2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TG,A,S,3956.0,2020,1,0,0,0,1,0,0,0,0,0,0,0,0,0
TG,A,S,4401.0,2020,2,0,0,0,1,0,0,0,0,0,0,0,0,0
TG,A,S,4164.0,2020,3,0,0,0,1,0,0,0,0,0,0,0,0,0
TG,A,S,3670.0,2020,4,0,0,0,1,0,0,0,0,0,0,0,0,0
TG,A,S,4393.0,2020,5,0,0,0,1,0,0,0,0,0,0,0,0,0
TG,A,S,0.0,2020,6,1,0,0,1,0,0,0,0,0,0,0,0,0
TG,A,S,4174.0,2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TG,A,S,4862.0,2020,1,0,0,0,1,0,0,0,0,0,0,0,0,0
TG,A,S,4610.0,2020,2,0,0,0,1,0,0,0,0,0,0,0,0,0
TG,A,S,5020.0,2020,3,0,0,0,1,0,0,0,0,0,0,0,0,0
TG,A,S,5084.0,2020,4,0,0,0,1,0,0,0,0,0,0,0,0,0
TG,A,S,5381.0,2020,5,0,0,0,1,0,0,0,0,0,0,0,0,0
TG,A,S,0.0,2020,6,1,0,0,1,0,0,0,0,0,0,0,0,0
TG,A,S,5788.0,2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TG,A,S,5716.0,2020,1,0,0,0,1,0,0,0,0,0,0,0,0,0
TG,A,S,5589.0,2020,2,0,0,0,1,0,0,0,0,0,0,0,0,0
TG,A,S,5892.0,2020,3,0,0,0,1,0,0,0,0,0,0,0,0,0
TG,A,S,5749.0,2020,4,0,0,0,1,0,0,0,0,0,0,0,0,0
TG,A,S,5549.0,2020,5,0,0,0,1,0,0,0,0,0,0,0,0,0
TG,A,S,0.0,2020,6,1,0,0,1,0,0,0,0,0,0,0,0,0
TG,A,S,5443.0,2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TG,A,S,6113.0,2020,1,0,0,0,1,0,0,0,0,0,0,0,0,0
TG,A,S,5772.0,2020,2,0,0,0,0,1,0,0,0,0,0,0,0,0
TG,A,S,6144.0,2020,3,0,0,0,0,1,0,0,0,0,0,0,0,0
TG,A,S,6019.0,2020,4,0,0,0,0,1,0,0,0,0,0,0,0,0
TG,A,S,6137.0,2020,5,0,0,0,0,1,0,0,0,0,0,0,0,0
TG,A,S,0.0,2020,6,1,0,0,0,1,0,0,0,0,0,0,0,0
TG,A,S,6107.0,2020,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TG,A,S,6793.0,2020,1,0,0,0,0,1,0,0,0,0,0,0,0,0
TG,A,S,6030.0,2020,2,0,0,0,0,1,0,0,0,0,0,0,0,0
TG,A,S,6871.0,2020,3,0,0,0,0,1,0,0,0,0,0,0,0,0
TG,A,S,5752.0,2020,4,0,0,0,0,1,0,0,0,0,0,0,0,0
TG,A,S,6096.0,2020,5,0,0,0,0,1,0,0,0,0,0,0,0,0
TG,A,S,0.0,2020,6,1,0,0,0,1,0,0,0,0,0,0,0,0
TG,A,S,5378.0,2020,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TG,A,S,5724.0,2020,1,0,0,0,0,1,0,0,0,0,0,0,0,0
TG,A,S,6063.0,2020,2,0,0,0,0,1,0,0,0,0,0,0,0,0
TG,A,S,4344.0,2020,3,0,0,0,0,1,0,0,0,0,0,0,0,0
TG,A,S,5996.0,2020,4,0,0,0,0,1,0,0,0,0,0,0,0,0
TG,A,S,6030.0,2020,5,0,0,0,0,1,0,0,0,0,0,0,0,0
TG,A,S,0.0,2020,6,1,0,0,0,1,0,0,0,0,0,0,0,0
TG,A,S,5523.0,2020,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TG,A,S,5616.0,2020,1,0,0,0,0,1,0,0,0,0,0,0,0,0
TG,A,S,5651.0,2020,2,0,0,0,0,1,0,0,0,0,0,0,0,0
TG,A,S,4718.0,2020,3,0,0,0,0,1,0,0,0,0,0,0,0,0
TG,A,S,5937.0,2020,4,0,0,0,0,1,0,0,0,0,0,0,0,0
TG,A,S,6851.0,2020,5,0,0,0,0,1,0,0,0,0,0,0,0,0
TG,A,S,0.0,2020,6,1,0,0,0,1,0,0,0,0,0,0,0,0
TG,A,S,6056.0,2020,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TG,A,S,6388.0,2020,1,0,0,0,0,1,0,0,0,0,0,0,0,0
TG,A,S,7027.0,2020,2,0,0,0,0,1,0,0,0,0,0,0,0,0
TG,A,S,7417.0,2020,3,1,0,0,0,1,0,0,0,0,0,0,0,0
TG,A,S,6612.0,2020,4,0,0,0,0,0,1,0,0,0,0,0,0,0
TG,A,S,4522.0,2020,5,0,0,0,0,0,1,0,0,0,0,0,0,0
TG,A,S,0.0,2020,6,1,0,0,0,0,1,0,0,0,0,0,0,0
TG,A,S,8074.0,2020,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TG,A,S,7547.0,2020,1,1,0,0,0,0,1,0,0,0,0,0,0,0
TG,A,S,6890.0,2020,2,0,0,0,0,0,1,0,0,0,0,0,0,0
TG,A,S,6452.0,2020,3,0,0,0,0,0,1,0,0,0,0,0,0,0
TG,A,S,6649.0,2020,4,0,0,0,0,0,1,0,0,0,0,0,0,0
TG,A,S,7417.0,2020,5,0,0,0,0,0,1,0,0,0,0,0,0,0
TG,A,S,0.0,2020,6,1,0,0,0,0,1,0,0,0,0,0,0,0
TG,A,S,7724.0,2020,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TG,A,S,5138.0,2020,1,0,0,0,0,0,1,0,0,0,0,0,0,0
TG,A,S,7290.0,2020,2,0,0,0,0,0,1,0,0,0,0,0,0,0
TG,A,S,8497.0,2020,3,0,0,0,0,0,1,0,0,0,0,0,0,0
TG,A,S,7419.0,2020,4,0,0,0,0,0,1,0,0,0,0,0,0,0
TG,A,S,7220.0,2020,5,0,0,0,0,0,1,0,0,0,0,0,0,0
TG,A,S,0.0,2020,6,1,0,0,0,0,1,0,0,0,0,0,0,0
TG,A,S,7631.0,2020,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TG,A,S,6523.0,2020,1,0,0,0,0,0,1,0,0,0,0,0,0,0
TG,A,S,9984.0,2020,2,0,0,0,0,0,1,0,0,0,0,0,0,0
TG,A,S,7722.0,2020,3,0,0,0,0,0,1,0,0,0,0,0,0,0
TG,A,S,9372.0,2020,4,0,0,0,0,0,1,0,0,0,0,0,0,0
TG,A,S,8633.0,2020,5,0,0,0,0,0,1,0,0,0,0,0,0,0
TG,A,S,0.0,2020,6,1,0,0,0,0,1,0,0,0,0,0,0,0
TG,A,S,8154.0,2020,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TG,A,S,9014.0,2020,1,0,0,0,0,0,1,0,0,0,0,0,0,0
TG,A,S,8765.0,2020,2,0,0,0,0,0,1,0,0,0,0,0,0,0
TG,A,S,8500.0,2020,3,0,0,0,0,0,1,0,0,0,0,0,0,0
TG,A,S,8417.0,2020,4,0,0,0,0,0,1,0,0,0,0,0,0,0
TG,A,S,7676.0,2020,5,0,0,0,0,0,1,0,0,0,0,0,0,0
TG,A,S,0.0,2020,6,1,0,0,0,0,1,0,0,0,0,0,0,0
TG,A,S,7810.0,2020,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TG,A,S,7468.0,2020,1,0,0,0,0,0,0,1,0,0,0,0,0,0
TG,A,S,7450.0,2020,2,0,0,0,0,0,0,1,0,0,0,0,0,0
TG,A,S,6727.0,2020,3,0,0,0,0,0,0,1,0,0,0,0,0,0
TG,A,S,6619.0,2020,4,0,0,0,0,0,0,1,0,0,0,0,0,0
TG,A,S,7063.0,2020,5,1,0,0,0,0,0,1,0,0,0,0,0,0
TG,A,S,0.0,2020,6,1,0,0,0,0,0,1,0,0,0,0,0,0
TG,A,S,7382.0,2020,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TG,A,S,7013.0,2020,1,0,0,0,0,0,0,1,0,0,0,0,0,0
TG,A,S,7107.0,2020,2,0,0,0,0,0,0,1,0,0,0,0,0,0
TG,A,S,6819.0,2020,3,0,0,0,0,0,0,1,0,0,0,0,0,0
TG,A,S,6431.0,2020,4,0,0,0,0,0,0,1,0,0,0,0,0,0
TG,A,S,6377.0,2020,5,0,0,0,0,0,0,1,0,0,0,0,0,0
TG,A,S,0.0,2020,6,1,0,0,0,0,0,1,0,0,0,0,0,0
TG,A,S,6868.0,2020,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TG,A,S,7021.0,2020,1,0,0,0,0,0,0,1,0,0,0,0,0,0
TG,A,S,6642.0,2020,2,0,0,0,0,0,0,1,0,0,0,0,0,0
TG,A,S,6523.0,2020,3,0,0,0,0,0,0,1,0,0,0,0,0,0
TG,A,S,6337.0,2020,4,0,0,0,0,0,0,1,0,0,0,0,0,0
TG,A,S,6850.0,2020,5,0,0,0,0,0,0,1,0,0,0,0,0,0
TG,A,S,0.0,2020,6,1,0,0,0,0,0,1,0,0,0,0,0,0
TG,A,S,6278.0,2020,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TG,A,S,6901.0,2020,1,0,0,0,0,0,0,1,0,0,0,0,0,0
TG,A,S,6483.0,2020,2,0,0,0,0,0,0,1,0,0,0,0,0,0
TG,A,S,6447.0,2020,3,0,0,0,0,0,0,1,0,0,0,0,0,0
TG,A,S,6435.0,2020,4,0,0,0,0,0,0,1,0,0,0,0,0,0
TG,A,S,6139.0,2020,5,0,0,0,0,0,0,1,0,0,0,0,0,0
TG,A,S,0.0,2020,6,1,0,0,0,0,0,1,0,0,0,0,0,0
TG,A,S,6313.0,2020,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TG,A,S,6045.0,2020,1,0,0,0,0,0,0,1,0,0,0,0,0,0
TG,A,S,5835.0,2020,2,0,0,0,0,0,0,0,1,0,0,0,0,0
TG,A,S,6468.0,2020,3,0,0,0,0,0,0,0,1,0,0,0,0,0
TG,A,S,6263.0,2020,4,0,0,0,0,0,0,0,1,0,0,0,0,0
TG,A,S,5737.0,2020,5,0,0,0,0,0,0,0,1,0,0,0,0,0
TG,A,S,0.0,2020,6,1,0,0,0,0,0,0,1,0,0,0,0,0
TG,A,S,6995.0,2020,0,0,0,0,0,0,0,0,1,0,0,0,0,0
TG,A,S,6942.0,2020,1,0,0,0,0,0,0,0,1,0,0,0,0,0
TG,A,S,7138.0,2020,2,0,0,0,0,0,0,0,1,0,0,0,0,0
TG,A,S,6589.0,2020,3,0,0,0,0,0,0,0,1,0,0,0,0,0
TG,A,S,7396.0,2020,4,0,0,0,0,0,0,0,1,0,0,0,0,0
TG,A,S,7092.0,2020,5,0,0,0,0,0,0,0,1,0,0,0,0,0
TG,A,S,0.0,2020,6,1,0,0,0,0,0,0,1,0,0,0,0,0
TG,A,S,7136.0,2020,0,0,0,0,0,0,0,0,1,0,0,0,0,0
TG,A,S,6705.0,2020,1,0,0,0,0,0,0,0,1,0,0,0,0,0
TG,A,S,7221.0,2020,2,0,0,0,0,0,0,0,1,0,0,0,0,0
TG,A,S,7176.0,2020,3,0,0,0,0,0,0,0,1,0,0,0,0,0
TG,A,S,7392.0,2020,4,0,0,0,0,0,0,0,1,0,0,0,0,0
TG,A,S,6989.0,2020,5,0,0,0,0,0,0,0,1,0,0,0,0,0
TG,A,S,0.0,2020,6,1,0,0,0,0,0,0,1,0,0,0,0,0
TG,A,S,7515.0,2020,0,0,0,0,0,0,0,0,1,0,0,0,0,0
TG,A,S,7200.0,2020,1,0,0,0,0,0,0,0,1,0,0,0,0,0
TG,A,S,6907.0,2020,2,0,0,0,0,0,0,0,1,0,0,0,0,0
TG,A,S,7008.0,2020,3,0,0,0,0,0,0,0,1,0,0,0,0,0
TG,A,S,6758.0,2020,4,0,0,0,0,0,0,0,1,0,0,0,0,0
TG,A,S,7094.0,2020,5,0,0,0,0,0,0,0,1,0,0,0,0,0
TG,A,S,0.0,2020,6,1,0,0,0,0,0,0,1,0,0,0,0,0
TG,A,S,7085.0,2020,0,0,0,0,0,0,0,0,1,0,0,0,0,0
TG,A,S,7045.0,2020,1,0,0,0,0,0,0,0,1,0,0,0,0,0
TG,A,S,6683.0,2020,2,0,0,0,0,0,0,0,1,0,0,0,0,0
TG,A,S,6561.0,2020,3,0,0,0,0,0,0,0,1,0,0,0,0,0
TG,A,S,7430.0,2020,4,0,0,0,0,0,0,0,1,0,0,0,0,0
TG,A,S,0.0,2020,5,0,0,0,0,0,0,0,0,1,0,0,0,0
TG,A,S,0.0,2020,6,1,0,0,0,0,0,0,0,1,0,0,0,0
TG,A,S,7342.0,2020,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TG,A,S,7060.0,2020,1,0,0,0,0,0,0,0,0,1,0,0,0,0
TG,A,S,7029.0,2020,2,0,0,0,0,0,0,0,0,1,0,0,0,0
TG,A,S,6630.0,2020,3,0,0,0,0,0,0,0,0,1,0,0,0,0
TG,A,S,6273.0,2020,4,0,0,0,0,0,0,0,0,1,0,0,0,0
TG,A,S,7029.0,2020,5,0,0,0,0,0,0,0,0,1,0,0,0,0
TG,A,S,0.0,2020,6,1,0,0,0,0,0,0,0,1,0,0,0,0
TG,A,S,6674.0,2020,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TG,A,S,6286.0,2020,1,0,0,0,0,0,0,0,0,1,0,0,0,0
TG,A,S,5930.0,2020,2,0,0,0,0,0,0,0,0,1,0,0,0,0
TG,A,S,5892.0,2020,3,0,0,0,0,0,0,0,0,1,0,0,0,0
TG,A,S,7049.0,2020,4,0,0,0,0,0,0,0,0,1,0,0,0,0
TG,A,S,6506.0,2020,5,1,0,0,0,0,0,0,0,1,0,0,0,0
TG,A,S,0.0,2020,6,1,0,0,0,0,0,0,0,1,0,0,0,0
TG,A,S,6973.0,2020,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TG,A,S,6442.0,2020,1,0,0,0,0,0,0,0,0,1,0,0,0,0
TG,A,S,6443.0,2020,2,0,0,0,0,0,0,0,0,1,0,0,0,0
TG,A,S,6769.0,2020,3,0,0,0,0,0,0,0,0,1,0,0,0,0
TG,A,S,6735.0,2020,4,0,0,0,0,0,0,0,0,1,0,0,0,0
TG,A,S,6290.0,2020,5,0,0,0,0,0,0,0,0,1,0,0,0,0
TG,A,S,0.0,2020,6,1,0,0,0,0,0,0,0,1,0,0,0,0
TG,A,S,6312.0,2020,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TG,A,S,6762.0,2020,1,0,0,0,0,0,0,0,0,1,0,0,0,0
TG,A,S,6735.0,2020,2,0,0,0,0,0,0,0,0,1,0,0,0,0
TG,A,S,9618.0,2020,3,0,0,0,0,0,0,0,0,1,0,0,0,0
TG,A,S,7605.0,2020,4,0,0,0,0,0,0,0,0,1,0,0,0,0
TG,A,S,7065.0,2020,5,0,0,0,0,0,0,0,0,1,0,0,0,0
TG,A,S,0.0,2020,6,1,0,0,0,0,0,0,0,1,0,0,0,0
TG,A,S,6988.0,2020,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TG,A,S,6353.0,2020,1,0,0,0,0,0,0,0,0,0,1,0,0,0
TG,A,S,7028.0,2020,2,0,0,0,0,0,0,0,0,0,1,0,0,0
TG,A,S,6470.0,2020,3,0,0,0,0,0,0,0,0,0,1,0,0,0
TG,A,S,6801.0,2020,4,0,0,0,0,0,0,0,0,0,1,0,0,0
TG,A,S,6674.0,2020,5,0,0,0,0,0,0,0,0,0,1,0,0,0
TG,A,S,0.0,2020,6,1,0,0,0,0,0,0,0,0,1,0,0,0
TG,A,S,7307.0,2020,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TG,A,S,6570.0,2020,1,0,0,0,0,0,0,0,0,0,1,0,0,0
TG,A,S,6273.0,2020,2,0,0,0,0,0,0,0,0,0,1,0,0,0
TG,A,S,6324.0,2020,3,0,0,0,0,0,0,0,0,0,1,0,0,0
TG,A,S,5925.0,2020,4,0,0,0,0,0,0,0,0,0,1,0,0,0
TG,A,S,6587.0,2020,5,0,0,0,0,0,0,0,0,0,1,0,0,0
TG,A,S,0.0,2020,6,1,0,0,0,0,0,0,0,0,1,0,0,0
TG,A,S,6846.0,2020,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TG,A,S,6784.0,2020,1,0,0,0,0,0,0,0,0,0,1,0,0,0
TG,A,S,6497.0,2020,2,0,0,0,0,0,0,0,0,0,1,0,0,0
TG,A,S,5411.0,2020,3,0,0,0,0,0,0,0,0,0,1,0,0,0
TG,A,S,5617.0,2020,4,0,0,0,0,0,0,0,0,0,1,0,0,0
TG,A,S,5568.0,2020,5,0,0,0,0,0,0,0,0,0,1,0,0,0
TG,A,S,0.0,2020,6,1,0,0,0,0,0,0,0,0,1,0,0,0
TG,A,S,6316.0,2020,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TG,A,S,5969.0,2020,1,0,0,0,0,0,0,0,0,0,1,0,0,0
TG,A,S,6294.0,2020,2,0,0,0,0,0,0,0,0,0,1,0,0,0
TG,A,S,6256.0,2020,3,0,0,0,0,0,0,0,0,0,1,0,0,0
TG,A,S,5413.0,2020,4,0,0,0,0,0,0,0,0,0,1,0,0,0
TG,A,S,5080.0,2020,5,0,0,0,0,0,0,0,0,0,1,0,0,0
TG,A,S,0.0,2020,6,1,0,0,0,0,0,0,0,0,1,0,0,0
TG,A,S,4707.0,2020,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TG,A,S,4960.0,2020,1,0,0,0,0,0,0,0,0,0,1,0,0,0
TG,A,S,3790.0,2020,2,1,0,0,0,0,0,0,0,0,1,0,0,0
TG,A,S,0.0,2020,3,1,0,0,0,0,0,0,0,0,0,1,0,0
TG,A,S,0.0,2020,4,1,0,0,0,0,0,0,0,0,0,1,0,0
TG,A,S,0.0,2020,5,1,0,0,0,0,0,0,0,0,0,1,0,0
TG,A,S,0.0,2020,6,1,0,0,0,0,0,0,0,0,0,1,0,0
TG,A,S,3161.0,2020,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TG,A,S,3239.0,2020,1,0,0,0,0,0,0,0,0,0,0,1,0,0
TG,A,S,2959.0,2020,2,0,0,0,0,0,0,0,0,0,0,1,0,0
TG,A,S,4254.0,2020,3,0,0,0,0,0,0,0,0,0,0,1,0,0
TG,A,S,1969.0,2020,4,1,0,0,0,0,0,0,0,0,0,1,0,0
TG,A,S,1870.0,2020,5,0,0,0,0,0,0,0,0,0,0,1,0,0
TG,A,S,0.0,2020,6,1,0,0,0,0,0,0,0,0,0,1,0,0
TG,A,S,1934.0,2020,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TG,A,S,1684.0,2020,1,0,0,0,0,0,0,0,0,0,0,1,0,0
TG,A,S,2487.0,2020,2,0,0,0,0,0,0,0,0,0,0,1,0,0
TG,A,S,1748.0,2020,3,0,0,0,0,0,0,0,0,0,0,1,0,0
TG,A,S,1794.0,2020,4,0,0,0,0,0,0,0,0,0,0,1,0,0
TG,A,S,1784.0,2020,5,0,0,0,0,0,0,0,0,0,0,1,0,0
TG,A,S,0.0,2020,6,1,0,0,0,0,0,0,0,0,0,1,0,0
TG,A,S,1946.0,2020,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TG,A,S,1663.0,2020,1,0,0,0,0,0,0,0,0,0,0,1,0,0
TG,A,S,1480.0,2020,2,0,0,0,0,0,0,0,0,0,0,1,0,0
TG,A,S,1272.0,2020,3,0,0,0,0,0,0,0,0,0,0,1,0,0
TG,A,S,1591.0,2020,4,0,0,0,0,0,0,0,0,0,0,1,0,0
TG,A,S,1612.0,2020,5,0,0,0,0,0,0,0,0,0,0,1,0,0
TG,A,S,0.0,2020,6,1,0,0,0,0,0,0,0,0,0,1,0,0
TG,A,S,1720.0,2020,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TG,A,S,1713.0,2020,1,0,0,0,0,0,0,0,0,0,0,1,0,0
TG,A,S,1591.0,2020,2,0,0,0,0,0,0,0,0,0,0,1,0,0
TG,A,S,1445.0,2020,3,0,0,0,0,0,0,0,0,0,0,1,0,0
TG,A,S,1694.0,2020,4,0,0,0,0,0,0,0,0,0,0,1,0,0
TG,A,S,1478.0,2020,5,0,0,0,0,0,0,0,0,0,0,1,0,0
TG,A,S,0.0,2020,6,1,0,0,0,0,0,0,0,0,0,0,1,0
TG,A,S,1485.0,2020,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TG,A,S,1241.0,2020,1,0,0,0,0,0,0,0,0,0,0,0,1,0
TG,A,S,1290.0,2020,2,0,0,0,0,0,0,0,0,0,0,0,1,0
TG,A,S,1881.0,2020,3,0,0,0,0,0,0,0,0,0,0,0,1,0
TG,A,S,1884.0,2020,4,0,0,0,0,0,0,0,0,0,0,0,1,0
TG,A,S,1555.0,2020,5,0,0,0,0,0,0,0,0,0,0,0,1,0
TG,A,S,0.0,2020,6,1,0,0,0,0,0,0,0,0,0,0,1,0
TG,A,S,1623.0,2020,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TG,A,S,1457.0,2020,1,0,0,0,0,0,0,0,0,0,0,0,1,0
TG,A,S,1373.0,2020,2,0,0,0,0,0,0,0,0,0,0,0,1,0
TG,A,S,1783.0,2020,3,0,0,0,0,0,0,0,0,0,0,0,1,0
TG,A,S,1808.0,2020,4,0,0,0,0,0,0,0,0,0,0,0,1,0
TG,A,S,1486.0,2020,5,0,0,0,0,0,0,0,0,0,0,0,1,0
TG,A,S,0.0,2020,6,1,0,0,0,0,0,0,0,0,0,0,1,0
TG,A,S,1612.0,2020,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TG,A,S,1414.0,2020,1,0,0,0,0,0,0,0,0,0,0,0,1,0
TG,A,S,1474.0,2020,2,0,0,0,0,0,0,0,0,0,0,0,1,0
TG,A,S,1355.0,2020,3,0,0,0,0,0,0,0,0,0,0,0,1,0
TG,A,S,1719.0,2020,4,0,0,0,0,0,0,0,0,0,0,0,1,0
TG,A,S,1196.0,2020,5,0,0,0,0,0,0,0,0,0,0,0,1,0
TG,A,S,0.0,2020,6,1,0,0,0,0,0,0,0,0,0,0,1,0
TG,A,S,2028.0,2020,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TG,A,S,2909.0,2020,1,0,0,0,0,0,0,0,0,0,0,0,1,0
TG,A,S,2252.0,2020,2,0,0,0,0,0,0,0,0,0,0,0,1,0
TG,A,S,2168.0,2020,3,0,0,0,0,0,0,0,0,0,0,0,1,0
TG,A,S,1863.0,2020,4,0,0,0,0,0,0,0,0,0,0,0,1,0
TG,A,S,1368.0,2020,5,0,0,0,0,0,0,0,0,0,0,0,1,0
TG,A,S,0.0,2020,6,1,0,0,0,0,0,0,0,0,0,0,1,0
TG,A,S,1958.0,2020,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TG,A,S,1805.0,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,1
TG,A,S,1625.0,2020,2,0,0,0,0,0,0,0,0,0,0,0,0,1
TG,A,S,1329.0,2020,3,0,0,0,0,0,0,0,0,0,0,0,0,1
TG,A,S,1613.0,2020,4,0,0,0,0,0,0,0,0,0,0,0,0,1
TG,A,S,1363.0,2020,5,0,0,0,0,0,0,0,0,0,0,0,0,1
TG,A,S,0.0,2020,6,1,0,0,0,0,0,0,0,0,0,0,0,1
TG,A,S,1770.0,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TG,A,S,1819.0,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,1
TG,A,S,0.0,2020,2,0,0,0,0,0,0,0,0,0,0,0,0,1
TG,A,S,0.0,2020,3,0,0,0,0,0,0,0,0,0,0,0,0,1
TG,A,S,0.0,2020,4,0,0,0,0,0,0,0,0,0,0,0,0,1
TG,A,S,0.0,2020,5,0,0,0,0,0,0,0,0,0,0,0,0,1
TG,A,S,0.0,2020,6,1,0,0,0,0,0,0,0,0,0,0,0,1
TG,A,S,0.0,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TG,A,S,0.0,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,1
TG,A,S,0.0,2020,2,0,0,0,0,0,0,0,0,0,0,0,0,1
TG,A,S,0.0,2020,3,0,0,0,0,0,0,0,0,0,0,0,0,1
TG,A,S,0.0,2020,4,0,0,0,0,0,0,0,0,0,0,0,0,1
TG,A,S,0.0,2020,5,0,0,0,0,0,0,0,0,0,0,0,0,1
TG,A,S,0.0,2020,6,1,0,0,0,0,0,0,0,0,0,0,0,1
TG,A,S,0.0,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TG,A,S,0.0,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,1
TG,A,S,0.0,2020,2,0,0,0,0,0,0,0,0,0,0,0,0,1
TG,A,S,0.0,2020,3,0,0,0,0,0,0,0,0,0,0,0,0,1
TG,A,S,0.0,2020,4,1,0,0,0,0,0,0,0,0,0,0,0,1
TG,A,S,0.0,2020,5,0,0,0,0,0,0,0,0,0,0,0,0,1
TG,A,S,0.0,2020,6,1,0,0,0,0,0,0,0,0,0,0,0,1
TG,A,S,0.0,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TG,A,S,0.0,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,1
TG,A,S,0.0,2020,2,0,0,0,0,0,0,0,0,0,0,0,0,1
TG,A,S,0.0,2020,3,0,0,0,0,0,0,0,0,0,0,0,0,1
TG,A,S,0.0,2021,4,1,1,0,0,0,0,0,0,0,0,0,0,0
TG,A,S,0.0,2021,5,0,1,0,0,0,0,0,0,0,0,0,0,0
TG,A,S,0.0,2021,6,1,1,0,0,0,0,0,0,0,0,0,0,0
TG,A,S,2178.0,2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TG,A,S,2643.0,2021,1,0,1,0,0,0,0,0,0,0,0,0,0,0
TG,A,S,2774.0,2021,2,0,1,0,0,0,0,0,0,0,0,0,0,0
TG,A,S,2311.0,2021,3,0,1,0,0,0,0,0,0,0,0,0,0,0
TG,A,S,1792.0,2021,4,0,1,0,0,0,0,0,0,0,0,0,0,0
TG,A,S,2029.0,2021,5,0,1,0,0,0,0,0,0,0,0,0,0,0
TG,A,S,0.0,2021,6,1,1,0,0,0,0,0,0,0,0,0,0,0
TG,A,S,2077.0,2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TG,A,S,2246.0,2021,1,0,1,0,0,0,0,0,0,0,0,0,0,0
TG,A,S,2200.0,2021,2,0,1,0,0,0,0,0,0,0,0,0,0,0
